КодКлиента|Цена|ЦенаДоСкидки|ДРегСкидка|ДДнСкидки
440104964|560||||
820054431|560||||
330023265|535||||
36157502|560||||
820076453|560||||
22469118|560||||
810000707|560||||
140101280|368||||
690033575|368||||
90250978|482||||
820122972|482||||
1587778|560||||
820079064|560||||
87250495|431||||
140008342|431||||
87252154|560||||
160202251|432||||
87170575|482||||
90249461|482||||
1502993|560||||
126721|482||||
36125638|436||||
330160989|560||||
160278066|560||||
90251003|391||||
1493604|365||||
1531091|560||||
440130197|482||||
55121175|560||||
60192142|482||||
330108869|560||||
90250432|560||||
1211691|431||||
440301266|482||||
90075424|560||||
1401792|560||||
160126223|361||||
1171169|560||||
36183868|366||||
100314411|482||||
30013110|432||||
470031083|361||||
330174735|560||||
440301679|482||||
820196820|560||||
820383320|482||||
180005582|560||||
330247446|431||||
440301693|482||||
330201427|434||||
440230167|365||||
60041878|366||||
440252498|560||||
1448704|560||||
680000742|368||||
820341420|368||||
1203468|535||||
55019063|437||||
160207881|482||||
820424318|482||||
70002032|482||||
470018819|98||||
820333046|482||||
36138263|482||||
9158337|560||||
30008689|560||||
22446638|560||||
330084911|482||||
820364973|560||||
160103006|560||||
160325331|534||||
90232267|482||||
330253772|364||||
90016829|560||||
160292653|560||||
820004346|482||||
160242076|482||||
300001802|365||||
1416081|535||||
90041242|560||||
1564661|365||||
440301723|560||||
90075786|560||||
820124859|535||||
36159433|560||||
90250092|482||||
820006397|560||||
36143901|560||||
126313|482||||
910000943|361||||
470057776|366||||
90130931|560||||
36126814|482||||
87208151|98||||
290000171|560||||
820019654|482||||
820146471|482||||
1572665|534||||
330059495|431||||
440067938|482||||
820110239|482||||
160229177|482||||
90247673|535||||
440301768|482||||
90238554|560||||
440301771|482||||
87219914|366||||
820056247|560||||
820231576|366||||
60009821|560||||
9109202|534||||
90251091|482||||
60572297|560||||
1401274|560||||
440067292|534||||
370001706|361||||
60182076|431||||
440302345|482||||
90251093|482||||
640000108|362||||
330168594|534||||
330005215|534||||
160011643|361||||
62233028|560||||
330173729|482||||
440301750|482||||
9133793|482||||
440080120|534||||
90250950|482||||
590000450|365||||
90251107|482||||
440301802|482||||
190012399|98||||
330291682|560||||
440273596|482||||
820169645|560||||
90052402|560||||
330000412|482||||
90214702|482||||
90194826|560||||
87236284|436||||
87204054|436||||
160236015|361||||
90250819|482||||
1145320|535||||
690005654|560||||
690040873|362||||
440301857|391||||
160056376|560||||
730000451|365||||
90251142|560||||
820209948|431||||
690031806|560||||
160157181|535||||
380000547|560||||
160288467|560||||
36181477|366||||
1212533|482||||
690019944|366||||
1479936|560||||
1518666|535||||
440245605|560||||
36119534|535||||
90251157|560||||
330084510|482||||
128489|361||||
170003081|432||||
36167652|368||||
440268993|482||||
60013665|362||||
160063609|482||||
160344782|368||||
36135474|482||||
440140752|560||||
1289321|482||||
820429561|361||||
340001925|365||||
1494002|368||||
100325313|534||||
1372768|431||||
55086161|560||||
820129728|482||||
1495337|482||||
60033469|534||||
440299970|482||||
820076580|432||||
330099610|535||||
440278339|361||||
1357697|560||||
81112682|361||||
140039648|560||||
440300110|482||||
55016812|560||||
440301935|482||||
87187158|98||||
160063504|431||||
820074744|560||||
160264766|535||||
440223748|482||||
55051020|361||||
820201979|364||||
1437595|560||||
90217097|560||||
130008115|365||||
820367897|482||||
1147051|361||||
87200086|364||||
81137861|368||||
440056842|560||||
60138705|361||||
23010346|560||||
90193959|560||||
690041781|366||||
440301952|482||||
140086294|361||||
90146301|431||||
90054231|560||||
410001456|368||||
1430443|361||||
22235750|444||||
1549978|560||||
820342428|431||||
160105568|438||||
1379058|482||||
87188446|362||||
160120966|361||||
820160198|560||||
90070060|560||||
440123921|361||||
440301975|482||||
470066808|534||||
23020203|444||||
330140628|560||||
820178863|560||||
820001887|366||||
90149610|535||||
90240860|560||||
820038434|560||||
36115279|560||||
440169907|482||||
36198825|362||||
160163402|560||||
90009579|534||||
9133265|560||||
440118916|458||||
440288163|482||||
22452872|431||||
90172879|482||||
330243696|444||||
820185705|362||||
440302024|438||||
440133422|560||||
820120680|560||||
160191089|482||||
190014048|560||||
90251239|482||||
23030389|431||||
440302030|560||||
690025762|560||||
130018925|560||||
440186391|362||||
9127585|366||||
470005334|361||||
140088005|368||||
36136647|431||||
440301828|482||||
160365317|560||||
440301988|482||||
690012475|560||||
440301895|560||||
440302045|560||||
330278813|560||||
9188882|560||||
90043879|560||||
55059752|482||||
330162296|535||||
160290180|366||||
330064460|482||||
820034386|560||||
1468027|535||||
330291559|482||||
36116610|366||||
820413384|560||||
820009467|560||||
60002113|361||||
880001656|482||||
160333502|560||||
130002999|560||||
160372634|560||||
240000081|98||||
440301685|482||||
90206372|560||||
330180495|98||||
440301791|482||||
36196471|560||||
36159618|560||||
820190784|364||||
22235946|361||||
36148086|535||||
330034448|368||||
9110345|560||||
90251123|482||||
1365637|98||||
90196832|560||||
100296268|482||||
160270923|436||||
90149827|535||||
90251199|560||||
330085048|482||||
820085338|431||||
170003487|560||||
130010675|366||||
90251285|560||||
820455440|560||||
90160520|482||||
440294739|432||||
60035343|436||||
1563458|534||||
820066885|560||||
440217508|361||||
60039533|431||||
170020687|361||||
1550048|482||||
60119383|361||||
1377798|560||||
330235933|560||||
60040391|361||||
100097124|361||||
60170260|361||||
60227800|361||||
60023512|362||||
60093770|361||||
60016776|361||||
360000188|560||||
1190313|361||||
1577927|560||||
321001520|535||||
90046209|361||||
90189325|560||||
160035768|535||||
820175022|455||||
160145484|366||||
330010777|98||||
1370752|560||||
820419326|361||||
160286185|534||||
60075841|482||||
160264140|362||||
22444521|535||||
23032960|560||||
330024625|560||||
160019411|368||||
1223259|361||||
190002682|431||||
330244730|98||||
9141210|560||||
100131764|560||||
320001614|361||||
820231644|560||||
60046416|431||||
55047120|560||||
440288187|560||||
1442463|361||||
81112833|362||||
330181721|361||||
87209455|391||||
36121786|482||||
90014610|560||||
440104328|482||||
1448833|560||||
330158166|361||||
90154291|482||||
330164774|482||||
90251279|482||||
160036852|482||||
440300135|438||||
100199554|560||||
1501782|361||||
330075451|361||||
90029720|560||||
440301843|560||||
60040085|366||||
1368154|560||||
160113224|482||||
81128193|535||||
55056220|98||||
140006197|482||||
330211722|361||||
820270687|431||||
60001366|560||||
1249335|98||||
150600246|361||||
1196520|361||||
90119812|361||||
87246822|98||||
60006880|361||||
60856312|431||||
1602198|482||||
60062840|482||||
60002718|434||||
330046486|431||||
260001426|364||||
160145275|560||||
60024480|361||||
23006417|361||||
1442827|361||||
1233176|534||||
90251135|482||||
330131290|482||||
60025686|362||||
440171819|560||||
87238632|368||||
60224512|368||||
1508961|368||||
87179153|368||||
9105188|482||||
440011298|560||||
87248746|98||||
330212068|431||||
440256093|431||||
60037639|560||||
820365620|560||||
440115085|535||||
330255343|535||||
440206433|560||||
90206030|534||||
1452452|560||||
81136988|368||||
90127749|560||||
160306731|482||||
330288713|560||||
60125506|560||||
820000090|431||||
820391902|560||||
90035298|431||||
60021623|366||||
1603602|560||||
90047923|560||||
60579743|534||||
330158750|535||||
81133206|431||||
55046607|361||||
60115463|560||||
440093918|482||||
440302220|482||||
55065212|366||||
170007483|534||||
90251407|560||||
90203530|482||||
160038580|438||||
440302242|560||||
440280966|482||||
440302246|482||||
1192132|534||||
820028073|560||||
1397044|361||||
440291883|431||||
440283862|560||||
820430173|560||||
440265783|482||||
330099143|560||||
81124206|431||||
60094547|482||||
1203844|361||||
820189627|482||||
330103435|534||||
60197374|456||||
90251419|482||||
440302010|482||||
140017936|361||||
820071702|560||||
60011853|361||||
440299697|368||||
1382276|431||||
820210180|361||||
440302311|391||||
1374723|431||||
440153046|482||||
820435060|364||||
9160968|482||||
440246745|560||||
100218162|482||||
690026385|366||||
90251341|482||||
690012073|361||||
55103359|482||||
36175778|368||||
160160826|432||||
36168460|560||||
160204002|560||||
820053611|456||||
90251471|482||||
330205993|560||||
160207962|534||||
440283799|560||||
820262339|431||||
9149003|560||||
440302342|482||||
90070941|534||||
100300138|560||||
140044688|366||||
9141059|560||||
820219935|560||||
125075|361||||
160264619|560||||
69996287|482||||
90251512|482||||
9060615|560||||
330035033|431||||
160068942|560||||
820042230|482||||
680000299|368||||
1513219|361||||
820239109|482||||
130006707|560||||
60041500|560||||
1503962|560||||
87189540|431||||
160147792|560||||
1350257|560||||
87239287|560||||
160305143|560||||
440271529|560||||
820274831|560||||
820297167|560||||
160351134|482||||
60025949|560||||
440052312|482||||
1443616|560||||
36180767|482||||
820193362|560||||
960000173|560||||
90251541|482||||
87195009|560||||
160200104|361||||
160137718|431||||
100352755|560||||
55019390|368||||
90173093|431||||
160050358|368||||
440287312|560||||
440302435|391||||
100033285|482||||
36205412|560||||
60013807|560||||
690032505|560||||
90143042|534||||
9171101|560||||
1452086|482||||
1583215|368||||
440302448|482||||
90015513|560||||
420000265|482||||
160217354|361||||
820029162|560||||
440302460|560||||
440146203|560||||
440208797|560||||
440301898|482||||
70018066|534||||
330286394|560||||
36125707|482||||
740000006|361||||
160216045|361||||
440140664|482||||
440082629|361||||
440136143|456||||
160354153|560||||
440055623|431||||
820220922|560||||
22997954|482||||
330216444|431||||
330164857|560||||
90251288|482||||
54995|362||||
90240940|436||||
60568512|482||||
1579075|368||||
140047473|560||||
60007150|368||||
36164867|560||||
820009476|560||||
160072163|432||||
90251608|560||||
90175774|482||||
90239777|560||||
160313250|482||||
440148517|535||||
100377912|560||||
330144272|560||||
1397601|560||||
820074176|482||||
240002180|362||||
310001514|362||||
55098492|482||||
820199147|560||||
36110590|436||||
690008130|560||||
36101585|560||||
1518094|482||||
140057230|560||||
9151269|368||||
190015346|361||||
330019493|560||||
87246196|368||||
440297487|482||||
330008385|560||||
760000880|431||||
36167585|431||||
440137038|368||||
440245493|482||||
330035054|458||||
90055613|560||||
100330813|560||||
160348262|482||||
1431210|534||||
820350489|560||||
330273685|534||||
690030845|391||||
330037818|560||||
9180233|535||||
130004769|432||||
60131607|535||||
330165702|368||||
590000370|362||||
690011711|560||||
1375731|560||||
440149549|535||||
160232114|482||||
440241674|431||||
330054782|431||||
820307000|482||||
121810|534||||
70009189|560||||
440302590|482||||
160274452|482||||
440302548|482||||
60004321|560||||
1419150|534||||
22222416|534||||
440302596|560||||
180003561|482||||
140082305|535||||
820341447|560||||
640002018|560||||
820269042|560||||
70016707|361||||
820338154|560||||
440301492|560||||
1523935|560||||
90249569|482||||
81128400|361||||
81002710|362||||
440302504|560||||
470006785|560||||
30007913|366||||
440280557|482||||
90128831|560||||
90251707|482||||
330049869|560||||
820009466|560||||
440302640|482||||
22230088|432||||
170015888|482||||
60135697|560||||
90251602|482||||
440108099|482||||
30006640|368||||
380001094|534||||
1395961|560||||
55016041|560||||
160033460|560||||
160045969|366||||
30003121|368||||
90115755|431||||
440302553|482||||
1558340|436||||
60033489|535||||
330014111|482||||
440142357|482||||
87182130|98||||
440183853|98||||
81111433|361||||
820192838|482||||
140081757|560||||
440275017|482||||
90251750|482||||
170016629|366||||
440302678|482||||
55071062|560||||
440302683|482||||
170005593|560||||
1204995|431||||
9123055|435||||
440302631|560||||
820213374|560||||
22992050|432||||
160118754|361||||
87178107|560||||
90218544|560||||
160033071|362||||
470045377|432||||
100322355|482||||
440284791|361||||
470009193|482||||
9126822|534||||
330232762|535||||
160277036|535||||
160231173|364||||
440087280|362||||
820145159|361||||
87237555|361||||
1393706|560||||
1529252|560||||
90160693|560||||
440275160|482||||
820141143|560||||
90126743|482||||
440302761|482||||
55020933|560||||
440302768|482||||
9147429|364||||
440106237|560||||
1567278|482||||
36136491|361||||
440109138|431||||
690026388|560||||
90016563|431||||
690000689|362||||
9128338|368||||
690024326|482||||
160286911|560||||
9171194|560||||
36182057|482||||
1612408|431||||
330271718|361||||
70006679|362||||
36122188|482||||
820041044|560||||
440279541|560||||
440254269|560||||
160324119|560||||
90251834|482||||
820267566|482||||
160330532|482||||
90251842|482||||
36146575|364||||
440280523|361||||
90120561|361||||
160305548|560||||
69931295|482||||
1358735|560||||
22442492|560||||
23001699|438||||
440302798|482||||
440141052|391||||
160322043|560||||
87161697|361||||
690003132|436||||
170022806|560||||
820088824|482||||
330302056|560||||
160331871|560||||
820073865|534||||
330291052|366||||
330113783|366||||
820026455|98||||
330103180|560||||
440302815|482||||
1377064|431||||
440164612|482||||
620001368|534||||
90245786|482||||
610002014|364||||
87255488|560||||
330061553|560||||
820224533|560||||
60030543|431||||
100003645|482||||
820068096|432||||
1358673|560||||
440302708|560||||
90251875|560||||
1582420|361||||
340002457|560||||
140059694|361||||
140036773|361||||
820244413|361||||
1373950|431||||
370000863|98||||
190013470|560||||
9153718|535||||
330221603|361||||
160207640|560||||
1401513|482||||
160165624|436||||
36204907|431||||
90216697|560||||
690022999|560||||
90183494|482||||
440302767|560||||
160364359|560||||
820072923|482||||
820442678|482||||
330170223|535||||
440302882|482||||
440302869|560||||
330149679|482||||
160248254|365||||
820314468|560||||
330033344|431||||
440172209|368||||
330197508|368||||
440122206|535||||
160349993|560||||
9128382|368||||
90251901|560||||
610000855|560||||
330204626|368||||
30012762|436||||
170011086|560||||
87238853|361||||
9165802|560||||
440302907|560||||
160107757|431||||
87156640|361||||
330245531|368||||
1205256|361||||
440080481|368||||
160108430|560||||
440301325|482||||
36180333|438||||
55053377|535||||
440302920|560||||
87239967|361||||
440183218|361||||
90063200|361||||
90198777|482||||
62233238|534||||
90251926|482||||
820298276|482||||
1169157|431||||
55045058|431||||
440302940|482||||
60096047|361||||
160030150|560||||
330059662|560||||
87262650|362||||
90078757|482||||
820369237|362||||
820313951|560||||
60006805|482||||
90251957|482||||
23020161|365||||
440257174|560||||
330140251|434||||
920000107|364||||
55091050|560||||
160381178|560||||
70010368|362||||
90243226|432||||
160281796|361||||
90251976|482||||
440209618|560||||
100217453|482||||
90251991|391||||
440000226|560||||
9028721|361||||
23035308|560||||
330291609|560||||
90252011|560||||
820069122|436||||
160245491|560||||
1380499|560||||
87219773|362||||
36122600|361||||
1349300|560||||
690025779|560||||
55010947|482||||
36145249|535||||
36126559|362||||
190013034|432||||
820099115|560||||
36197498|560||||
1500563|431||||
470049766|560||||
820103997|368||||
160373066|482||||
330318261|560||||
90163927|482||||
1157546|431||||
9209858|361||||
117145|482||||
90211444|482||||
1234910|361||||
440125959|361||||
820024039|534||||
90049071|560||||
55079605|482||||
118731|560||||
440150797|560||||
90008443|361||||
60049069|560||||
180002651|432||||
90062568|560||||
440102124|560||||
90251943|482||||
160262231|482||||
440293130|560||||
90250243|482||||
160176494|535||||
820207462|560||||
1463252|560||||
440302096|482||||
440277909|362||||
650001710|482||||
890002839|365||||
90251995|482||||
90005550|560||||
1475491|362||||
100386317|534||||
87185716|362||||
470007484|560||||
160154109|361||||
69995677|431||||
820206177|482||||
440303072|482||||
1155387|534||||
440303073|560||||
90220730|560||||
160203828|362||||
820241502|560||||
440303080|482||||
60040980|560||||
1491508|361||||
170015641|560||||
330176448|482||||
260002614|458||||
470048936|366||||
610001602|361||||
1535520|361||||
300005888|560||||
440303017|482||||
90204804|560||||
820204601|560||||
440302880|482||||
100315282|482||||
820362296|560||||
440303091|482||||
440081357|482||||
90251773|482||||
90252082|482||||
87259552|431||||
69997624|361||||
160346717|361||||
160108366|438||||
140067674|364||||
90252048|482||||
36160973|560||||
440282205|560||||
330099976|560||||
90184945|482||||
60042542|361||||
90128020|482||||
1622287|560||||
36139030|560||||
330013220|431||||
820417333|560||||
60010302|482||||
55023478|535||||
9128183|535||||
820278507|431||||
440303219|560||||
820426314|560||||
820110542|560||||
90252188|560||||
160016391|560||||
87230680|534||||
820087950|560||||
440225544|560||||
1538848|560||||
820002241|560||||
22991506|534||||
820315469|431||||
440303449|482||||
160178814|560||||
820117307|368||||
9165567|368||||
440303494|482||||
36208392|431||||
160183822|482||||
160330348|560||||
1595193|534||||
820394414|482||||
330231906|482||||
55021494|366||||
90251889|482||||
440303525|482||||
330230889|361||||
90159323|482||||
820032593|482||||
90251881|482||||
55014319|361||||
820382247|560||||
440047245|432||||
1605404|560||||
9030496|431||||
440175827|361||||
1496468|560||||
90252423|482||||
36106157|362||||
22449798|535||||
190016026|560||||
440303546|482||||
690038287|366||||
100033363|482||||
87232932|361||||
440291007|560||||
160137058|434||||
820424413|560||||
90252438|482||||
690002993|560||||
330059439|438||||
55075061|368||||
9195736|482||||
440293876|366||||
90252155|482||||
9116070|560||||
90016264|534||||
30013704|560||||
160202902|560||||
1516369|560||||
36168317|534||||
440303231|560||||
140041630|482||||
820247844|560||||
440277701|362||||
820286741|434||||
160273670|560||||
100228272|366||||
820181877|482||||
55112085|482||||
440261158|482||||
36142264|361||||
160059166|98||||
820182837|482||||
440210147|560||||
1394090|482||||
440303481|482||||
440303589|482||||
90135708|560||||
440130401|560||||
820033813|560||||
60148805|560||||
330077229|456||||
130012408|366||||
22235013|361||||
90001783|560||||
140019699|560||||
1489344|361||||
140020848|368||||
340000070|361||||
160059541|366||||
90252497|560||||
160267933|534||||
440303617|482||||
90163060|560||||
440303621|560||||
130012441|534||||
820024504|482||||
700000414|432||||
440303637|560||||
1380318|368||||
440278556|438||||
440127636|560||||
9182905|366||||
122601|560||||
100040030|560||||
160253429|431||||
820001912|368||||
160055188|560||||
440064813|560||||
160065871|361||||
470001176|361||||
23018499|361||||
440026199|361||||
90251822|482||||
60034297|482||||
160287731|534||||
270000894|361||||
440144343|482||||
90251899|482||||
1426491|560||||
600000967|534||||
130010733|365||||
1471354|435||||
6083|560||||
440303078|560||||
160211332|391||||
820072641|482||||
330315609|482||||
87230937|560||||
90252552|482||||
90252130|560||||
100105954|534||||
440303707|391||||
90252567|482||||
90251750|482||||
690024763|482||||
1144661|560||||
1387720|98||||
90252530|482||||
160135507|361||||
1516802|431||||
1378305|482||||
60086361|482||||
140039751|560||||
470024938|432||||
820334261|560||||
440195709|431||||
22230201|361||||
1349183|482||||
36118181|432||||
160001796|534||||
330156978|482||||
55092249|365||||
9114406|482||||
90176500|560||||
820040060|560||||
100337112|482||||
90249401|361||||
300001886|368||||
330062136|431||||
820296885|431||||
22464687|560||||
22465269|560||||
440270362|482||||
820462917|436||||
440068124|534||||
820266624|434||||
820214771|482||||
160316906|560||||
1490983|438||||
820183171|560||||
9142188|482||||
900000688|560||||
820208818|560||||
90252623|482||||
36159854|534||||
23028985|560||||
160019619|560||||
440303781|482||||
90114168|560||||
470034234|362||||
70012332|560||||
81130839|534||||
360001677|560||||
330130785|560||||
140011160|534||||
440284679|482||||
330123828|361||||
160125173|432||||
440267955|560||||
87195349|560||||
440116468|535||||
90235154|431||||
330117500|535||||
440303714|560||||
330067362|431||||
100254774|482||||
1408367|560||||
160107302|560||||
90184859|482||||
36157656|366||||
160074112|436||||
87250387|560||||
470071075|534||||
36116481|361||||
90215854|560||||
90252397|482||||
160384740|560||||
440303745|482||||
410002016|534||||
30004730|362||||
87250389|535||||
440112757|560||||
55069716|534||||
119192|535||||
55540|560||||
330208400|482||||
10002741|458||||
440288868|368||||
36191906|560||||
90252663|482||||
9181695|482||||
90252675|482||||
820006165|560||||
90252673|560||||
650007877|560||||
90227504|560||||
440303789|482||||
440303853|560||||
440303671|560||||
440303688|560||||
160044276|560||||
380001106|560||||
160139607|482||||
51341|362||||
440302420|482||||
36158427|560||||
330247287|361||||
60005279|362||||
330246504|560||||
90008597|535||||
87203714|560||||
330098698|482||||
90252707|482||||
640001570|364||||
87234555|435||||
330018916|560||||
440303803|482||||
820108846|482||||
330236186|560||||
55012954|560||||
90252505|482||||
330227087|361||||
140071239|560||||
330177465|534||||
160147905|482||||
90241441|361||||
330147461|432||||
330272970|560||||
55001379|534||||
440169860|560||||
1522751|560||||
440259744|560||||
140037512|362||||
160097581|560||||
330075250|560||||
440303896|482||||
90071893|560||||
90252590|560||||
820058937|482||||
820380715|482||||
90246983|482||||
440199707|458||||
440289424|560||||
87187822|482||||
87259783|366||||
160293343|535||||
440276261|482||||
90252549|482||||
330274285|560||||
820091952|560||||
340002587|361||||
60146539|482||||
440303915|361||||
1544540|560||||
22461840|560||||
440303952|482||||
160106795|560||||
90252749|482||||
100211897|560||||
440303864|482||||
330215270|560||||
820431886|560||||
440302922|482||||
60029951|535||||
90010073|560||||
820161413|431||||
1436928|560||||
440303974|482||||
810000483|482||||
160143702|482||||
90252780|482||||
90252781|482||||
690001381|361||||
440068180|98||||
90017994|560||||
90201221|482||||
55011737|361||||
440018266|361||||
1425335|535||||
820002844|560||||
160053560|560||||
30003593|534||||
90219688|482||||
160143561|560||||
36118925|361||||
36156612|368||||
690030472|560||||
820211123|560||||
1502629|560||||
820267606|535||||
36197590|534||||
170007963|560||||
90038601|560||||
160042417|560||||
440304053|482||||
470033631|560||||
600000742|560||||
23015971|535||||
90252810|482||||
440038822|435||||
190014420|362||||
440188142|560||||
1600166|361||||
55096932|482||||
22222264|361||||
440304028|482||||
330167688|560||||
9147023|365||||
440072960|365||||
121379|535||||
160136799|438||||
23006080|361||||
440061846|560||||
36119215|560||||
1526108|444||||
36152845|534||||
1231861|361||||
440184413|560||||
160368758|560||||
90252823|482||||
440102405|560||||
90252452|482||||
470006364|434||||
1515617|560||||
60093078|535||||
87172870|560||||
820119819|361||||
55019512|560||||
55025967|361||||
470081006|361||||
1406103|560||||
1483738|560||||
87166835|98||||
87176173|482||||
36138177|456||||
9113039|482||||
70015214|560||||
440248240|482||||
1513745|361||||
440117207|361||||
820211726|482||||
140015293|482||||
160285166|482||||
690023140|432||||
60130713|534||||
310002315|482||||
90252850|482||||
60012264|362||||
90252674|482||||
60041331|560||||
160167843|560||||
90162645|560||||
90227301|560||||
60176780|560||||
90247655|560||||
36111816|482||||
820014523|560||||
60057127|560||||
1376424|535||||
36186916|560||||
160201261|560||||
87218419|431||||
87237944|366||||
36101705|432||||
90229836|560||||
1393104|560||||
90252878|482||||
440304161|482||||
1618981|482||||
820111497|535||||
590001148|560||||
60223682|431||||
60197244|560||||
90054403|560||||
330290750|361||||
160330740|535||||
160004872|482||||
820088811|482||||
1553238|368||||
1473906|482||||
160314501|482||||
36139186|560||||
1514933|365||||
690023157|364||||
330167724|365||||
90159237|482||||
470005020|368||||
330036344|482||||
820403610|482||||
90010063|535||||
440155311|431||||
100371462|560||||
820254978|560||||
820136433|560||||
160329524|560||||
90252911|482||||
90218897|535||||
440304214|482||||
820126101|482||||
1548665|362||||
740000386|482||||
1619280|431||||
440217397|431||||
90252918|560||||
820046189|560||||
820093342|431||||
440304076|482||||
440304230|482||||
140008289|362||||
60009617|362||||
60095021|431||||
160385574|482||||
840001888|534||||
160210497|560||||
90251883|560||||
190004102|560||||
1631182|482||||
1218848|361||||
60032646|361||||
87166732|560||||
820258946|560||||
330011770|361||||
60187918|560||||
820151389|534||||
440023340|560||||
820069612|560||||
160360505|560||||
9098417|434||||
10002258|368||||
60129715|364||||
440205371|560||||
820002871|361||||
820431550|438||||
820027362|560||||
160075481|431||||
440277725|361||||
36111072|560||||
36105311|560||||
440304283|560||||
440280359|560||||
820333505|560||||
440232333|482||||
330027977|560||||
140070184|535||||
55049169|560||||
440303548|482||||
9092396|560||||
330020484|366||||
140056078|434||||
690053283|560||||
9176759|560||||
55066720|482||||
330119975|366||||
750000786|366||||
90178418|560||||
160159505|560||||
470059207|534||||
330299629|535||||
330017427|560||||
1170161|560||||
330242114|535||||
330071401|431||||
1474429|534||||
440304311|482||||
87202275|365||||
90252542|560||||
440302506|482||||
160317505|560||||
9180879|431||||
9172531|560||||
370000874|431||||
330255218|560||||
160356902|560||||
125043|560||||
610000640|560||||
90252993|482||||
55095386|482||||
690008553|438||||
330159622|431||||
820159932|361||||
90170272|482||||
330128437|431||||
330128079|482||||
90196794|534||||
160240416|560||||
90252466|482||||
1497777|431||||
36115315|535||||
90253007|482||||
440303357|482||||
55015881|560||||
60081238|368||||
100143444|431||||
130009036|365||||
100300772|535||||
440106228|560||||
470037171|560||||
60054904|361||||
140046591|361||||
1564988|560||||
160139607|482||||
160139607|482||||
440078594|436||||
81120177|366||||
1307309|435||||
90213524|560||||
90062588|560||||
160057939|432||||
440304368|482||||
780000173|560||||
330272123|361||||
90253027|482||||
1384151|560||||
330245293|364||||
90027412|431||||
440214264|436||||
340002856|535||||
90252080|560||||
820178814|431||||
1169350|560||||
1577012|361||||
160186134|483||||
440304299|432||||
820418134|560||||
440304384|482||||
160196519|366||||
36190162|560||||
180008133|560||||
1436781|482||||
160101733|560||||
90253044|391||||
190003402|535||||
90251925|482||||
60216183|560||||
1555804|482||||
820287492|560||||
820332697|431||||
440281812|482||||
440114341|560||||
36205918|560||||
1611888|482||||
440304275|482||||
90169582|482||||
1564500|560||||
620001016|535||||
90226269|534||||
55025939|560||||
820000488|361||||
90071908|362||||
87170007|534||||
90165728|436||||
90227558|560||||
190003532|560||||
130009111|560||||
90008748|560||||
90152681|482||||
330315797|482||||
87240487|362||||
140061873|534||||
1546818|560||||
440077302|482||||
330007918|535||||
1365524|444||||
87158674|560||||
90253069|560||||
440019665|534||||
87250348|482||||
440304447|560||||
36144642|456||||
930000309|535||||
820040490|482||||
60037532|361||||
22441048|560||||
90118252|560||||
60015241|560||||
1359572|361||||
440294416|368||||
160312346|432||||
9152581|482||||
90253111|482||||
9167206|482||||
90249894|436||||
87200681|560||||
90253014|560||||
87241599|368||||
330184151|362||||
60224644|431||||
160081299|98||||
87197780|365||||
330043187|368||||
90233886|482||||
90003855|560||||
190002146|368||||
60008356|534||||
90224172|560||||
440303832|482||||
1400606|560||||
87215151|366||||
630001805|362||||
60031144|482||||
1437091|482||||
440076515|535||||
87188451|431||||
81139909|361||||
1360155|431||||
820092874|431||||
87173589|431||||
820121073|431||||
440302574|482||||
440304519|482||||
55077686|560||||
440304532|482||||
55092889|560||||
90253186|482||||
690007908|365||||
720000466|560||||
690012874|431||||
440301065|482||||
690010439|458||||
55031415|560||||
440304113|482||||
440275159|431||||
1597862|361||||
81136921|361||||
90216844|482||||
160139146|535||||
160187241|431||||
36136556|98||||
90252288|482||||
160289909|560||||
22446441|98||||
330243659|431||||
1448788|560||||
820134916|482||||
330153613|361||||
180007206|361||||
36199140|98||||
36133041|482||||
100301567|560||||
9155444|560||||
330118573|482||||
820001082|431||||
440304046|560||||
321000976|361||||
81202657|361||||
440154031|482||||
690014135|560||||
36207753|366||||
820332276|560||||
690013822|482||||
90253234|482||||
1494569|482||||
330240576|434||||
70011286|560||||
330220707|560||||
1362361|560||||
87165911|482||||
190013544|361||||
90253183|560||||
90253207|482||||
90108516|560||||
87164366|366||||
820354091|560||||
440265379|560||||
440137905|560||||
640001910|361||||
90253160|482||||
60087937|361||||
440304359|482||||
36141793|482||||
160262764|560||||
680000552|368||||
36180527|560||||
170000453|482||||
90016310|560||||
70017805|482||||
440256891|482||||
81128495|560||||
87163712|434||||
180000885|362||||
60016348|361||||
1622475|482||||
330181835|560||||
330295865|560||||
90253241|482||||
820055832|456||||
90116485|361||||
330132777|560||||
100343053|431||||
240000308|361||||
1583846|365||||
820373086|361||||
90253284|482||||
440304670|482||||
820056622|560||||
440157514|560||||
440304677|482||||
1590328|560||||
130003271|362||||
440078286|482||||
22227743|560||||
140062468|365||||
160007926|535||||
87205910|361||||
90200002|482||||
440304693|560||||
820441315|368||||
90241521|482||||
440304437|560||||
36122131|560||||
87225896|436||||
22449036|534||||
90253304|482||||
440304726|560||||
640001107|368||||
960000506|560||||
820099930|368||||
90252752|482||||
690043003|534||||
87193991|431||||
140028022|482||||
440286206|434||||
190014182|560||||
160122798|364||||
90205655|482||||
340000815|98||||
820270361|482||||
1483413|560||||
440304759|482||||
170003648|560||||
90229065|560||||
160053070|391||||
280000384|482||||
160035181|560||||
90213372|365||||
90253166|482||||
160226873|560||||
90253315|391||||
840002869|431||||
55094633|366||||
160310609|560||||
1523898|560||||
