IDprocess|Date|Mark|Clicode|Reason1|Reason1More
2989680|2024-01-09 18:54:07|4|87193422|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
2989692|2024-01-09 19:10:09|5|330231544|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
2989777|2024-01-09 21:41:21|2|140073771|Срок поставки|Срыв сроков поставки от поставщика
2989816|2024-01-09 22:55:23|5|140079021|Организация сервиса при самовывозе|Скорость обслуживания
2989820|2024-01-09 23:04:08|5|100003835|Срок поставки|Срыв сроков поставки при перемещении в ПВЗ СДЭК/ДЛ
2990651|2024-01-10 10:03:30|5|100125842|Срок поставки|Срыв сроков поставки от поставщика
2993224|2024-01-10 17:48:12|5|9085591|Комплектация заказа|Качество внешнего вида полученного товара (заводской упаковки и/или упаковки ЭТМ, наклейки, скотч и пр.)
2993240|2024-01-10 17:54:34|3|90180880|Организация сервиса при самовывозе|Скорость обслуживания
2994256|2024-01-11 09:40:31|5|100106558|Удовлетворенность рассмотрением претензии|Качество реагирования ЭТМ на претензию (насколько устроил ответ и действия ЭТМ)
2994620|2024-01-11 10:36:41|4|820087986|Корректность документооборота|Возврат д/с
2994679|2024-01-11 10:44:32|1|170020052|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
2995206|2024-01-11 12:18:40|5|60085846|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
2996929|2024-01-11 17:27:10|3|55110613|Комплектация заказа|Качество внешнего вида полученного товара (заводской упаковки и/или упаковки ЭТМ, наклейки, скотч и пр.)
2996932|2024-01-11 17:28:14|5|440126209|Удовлетворенность рассмотрением претензии|Качество реагирования ЭТМ на претензию (насколько устроил ответ и действия ЭТМ)
2997324|2024-01-12 08:08:23|5|100045437|Сервис iPRO (сайт, мобильное приложение)|Баллы, амперы
2998044|2024-01-12 10:33:21|5|160351678|Сервис iPRO (сайт, мобильное приложение)|Баллы, амперы
2998540|2024-01-12 12:04:39|3|60057004|Работа персонала ЭТМ|Жалоба на сотрудников точки, офиса при оформлении документов
2998790|2024-01-12 12:35:01|3|90181636|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
2998918|2024-01-12 12:50:44|4|140027347|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
2998964|2024-01-12 13:00:06|5|1354041|Комплектация заказа|Не устраивает кратность (нужно меньшее кол-во)
2999430|2024-01-12 14:28:46|5|90153907|Организация сервиса при доставке|Срыв сроков доставки
2999726|2024-01-12 15:38:39|3|1556656|Удовлетворенность рассмотрением претензии|Качество реагирования ЭТМ на претензию (насколько устроил ответ и действия ЭТМ)
2999996|2024-01-12 17:45:28|4|440054258|Работа персонала ЭТМ|Непрофессионализм, некомпетентность менеджера
3000002|2024-01-12 17:57:32|3|330167913|Организация сервиса при самовывозе|Скорость обслуживания
3000032|2024-01-12 19:07:06|5|60569189|Сервис iPRO (сайт, мобильное приложение)|Баллы, амперы
3000180|2024-01-13 09:46:17|5|100286183|Корректность документооборота|Некорректное оформление документов
3000227|2024-01-13 11:52:35|5|90177238|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3000275|2024-01-13 13:17:47|5|90177238|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3000397|2024-01-13 18:02:28|5|690047302|Цена|Другое
3000413|2024-01-13 18:48:33|3|440242358|Срок поставки|Срыв сроков поставки при перемещении в ПВЗ СДЭК/ДЛ
3000706|2024-01-14 16:05:10|4|60144403|Сервис iPRO (сайт, мобильное приложение)|Баллы, амперы
3001828|2024-01-15 10:18:32|5|690054843|Сервис iPRO (сайт, мобильное приложение)|Баллы, амперы
3002369|2024-01-15 11:26:12|4|23022442|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3002495|2024-01-15 11:44:51|5|9139194|Сервис iPRO (сайт, мобильное приложение)|Баллы, амперы
3002914|2024-01-15 12:56:58|5|330284870|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3002944|2024-01-15 13:00:54|5|60023051|Комплектация заказа|Качество внешнего вида полученного товара (заводской упаковки и/или упаковки ЭТМ, наклейки, скотч и пр.)
3003259|2024-01-15 13:50:50|5|160118795|Комплектация заказа|Жалобы на КПП (куски)
3004232|2024-01-15 17:48:39|5|170006016|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3004639|2024-01-16 08:24:25|5|55106338|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3004918|2024-01-16 09:30:29|5|100316966|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3006248|2024-01-16 12:51:03|4|270001154|Корректность документооборота|Некорректное оформление документов
3006477|2024-01-16 13:28:20|5|55100326|Организация сервиса при самовывозе|Скорость обслуживания
3006489|2024-01-16 13:30:45|5|170011528|Комплектация заказа|Пересорт, некомплект
3009158|2024-01-17 11:18:46|5|160258376|Корректность документооборота|Некорректное оформление документов
3011230|2024-01-17 18:50:07|5|100278642|Цена|Невозможность выписки по предложенной цене
3011303|2024-01-17 20:55:55|5|60057218|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3011306|2024-01-17 20:59:05|5|100171384|Комплектация заказа|Не устраивает кратность (нужно меньшее кол-во)
3011351|2024-01-17 23:10:15|3|100307357|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3011491|2024-01-18 07:44:37|4|36150877|Комплектация заказа|Пересорт, некомплект
3013974|2024-01-18 16:39:29|3|330279412|Удовлетворенность рассмотрением претензии|Оперативность реагирования ЭТМ на претензию
3014187|2024-01-18 17:24:11|2|100082823|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3014483|2024-01-19 07:00:50|5|100171197|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3014519|2024-01-19 07:24:12|5|440233111|Комплектация заказа|Нужного товара нет в наличии на складе
3014941|2024-01-19 09:39:20|1|160018894|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3015337|2024-01-19 11:03:34|5|440146653|Срок поставки|Срыв сроков поставки от поставщика
3015873|2024-01-19 12:37:32|5|330319377|Срок поставки|Срыв сроков поставки при перемещении с ЛЦ в ОП
3016070|2024-01-19 13:09:53|1|90172552|Срок поставки|Срыв сроков поставки от поставщика
3016894|2024-01-19 16:07:18|2|1391800|Срок поставки|Срыв сроков поставки от поставщика
3016895|2024-01-19 16:08:15|5|90182435|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3017050|2024-01-19 19:02:33|5|36187672|Цена|Другое
3017217|2024-01-20 11:07:47|3|90134650|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3017240|2024-01-20 12:14:35|4|90169331|Срок поставки|Срыв сроков поставки при перемещении с ЛЦ в ОП
3017289|2024-01-20 14:25:34|4|440244214|Организация сервиса при самовывозе|Скорость обслуживания
3017543|2024-01-21 10:52:00|5|440244176|Комплектация заказа|Пересорт, некомплект
3017555|2024-01-21 11:09:23|5|160352153|Удовлетворенность рассмотрением претензии|Оперативность реагирования ЭТМ на претензию
3017705|2024-01-21 16:55:46|5|100061659|Комплектация заказа|Пересорт, некомплект
3017706|2024-01-21 16:57:03|5|440242572|Срок поставки|Срыв сроков поставки от поставщика
3017836|2024-01-21 21:56:34|5|100014652|Комплектация заказа|Пересорт, некомплект
3017849|2024-01-21 22:46:36|4|9069279|Сервис iPRO (сайт, мобильное приложение)|Корректность технической информации
3017957|2024-01-22 06:47:16|5|440149351|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3019480|2024-01-22 11:55:00|3|690023536|Организация сервиса при самовывозе|Скорость обслуживания
3021676|2024-01-22 19:29:49|4|440245454|Организация сервиса при самовывозе|Скорость обслуживания
3021897|2024-01-23 02:41:28|4|9026877|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3021945|2024-01-23 06:22:33|5|1325489|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3022715|2024-01-23 10:16:34|1|100371418|Организация сервиса при самовывозе|Скорость обслуживания
3023072|2024-01-23 11:16:15|4|470005721|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3024332|2024-01-23 14:56:10|4|160200348|Комплектация заказа|Пересорт, некомплект
3024333|2024-01-23 14:56:11|3|100124188|Работа персонала ЭТМ|Жалоба на сотрудников склада, водителей, охраны
3024822|2024-01-23 16:42:14|3|690010750|Срок поставки|Срыв сроков поставки при перемещении с ЛЦ в ОП
3025036|2024-01-23 18:51:49|5|90180224|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3025116|2024-01-23 21:18:15|5|90014352|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3025175|2024-01-24 00:25:59|5|160328486|Комплектация заказа|Пересорт, некомплект
3025317|2024-01-24 08:04:37|5|90183159|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3025434|2024-01-24 08:53:32|2|470015941|Комплектация заказа|Пересорт, некомплект
3025580|2024-01-24 09:31:01|2|100208594|Корректность документооборота|Другое
3027230|2024-01-24 14:25:30|5|440194948|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3027818|2024-01-24 15:55:46|5|100158813|Корректность документооборота|Некорректное оформление документов
3029305|2024-01-25 10:35:03|5|100360300|Работа персонала ЭТМ|Жалоба на сотрудников точки, офиса при оформлении документов
3029486|2024-01-25 11:05:53|5|87248277|Работа персонала ЭТМ|Непрофессионализм, некомпетентность менеджера
3030060|2024-01-25 12:34:58|4|130008978|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3030247|2024-01-25 12:55:31|5|100120916|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3030561|2024-01-25 13:41:42|5|90186071|Комплектация заказа|Пересорт, некомплект
3030781|2024-01-25 14:21:26|5|100128905|Сервис iPRO (сайт, мобильное приложение)|Баллы, амперы
3030887|2024-01-25 14:49:36|5|100362909|Работа персонала ЭТМ|Непрофессионализм, некомпетентность менеджера
3031027|2024-01-25 15:18:19|5|9088133|Срок поставки|Срыв сроков поставки от поставщика
3031129|2024-01-25 15:37:07|1|820117734|Организация сервиса при доставке|Срыв сроков доставки
3031276|2024-01-25 16:16:52|3|140041031|Сервис iPRO (сайт, мобильное приложение)|Баллы, амперы
3031692|2024-01-25 22:18:31|5|140031188|Срок поставки|Срыв сроков поставки от поставщика
3032454|2024-01-26 10:16:01|1|140007508|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3032589|2024-01-26 10:34:28|5|90113500|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3032706|2024-01-26 10:58:33|5|1494265|Корректность документооборота|Некорректное оформление документов
3032744|2024-01-26 11:06:30|1|100299718|Организация сервиса при самовывозе|Отказ в помощи при погрузке, отказ в обслуживании
3032750|2024-01-26 11:07:34|1|440245516|Комплектация заказа|Пересорт, некомплект
3033019|2024-01-26 12:04:05|5|470015941|Удовлетворенность рассмотрением претензии|Качество реагирования ЭТМ на претензию (насколько устроил ответ и действия ЭТМ)
3033100|2024-01-26 12:15:33|5|36131900|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3033452|2024-01-26 13:17:41|5|820052980|Комплектация заказа|Пересорт, некомплект
3034120|2024-01-26 14:50:36|3|100326734|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3034877|2024-01-26 17:02:42|3|100089729|Комплектация заказа|Жалобы на КПП (куски)
3034979|2024-01-26 19:49:22|5|100183141|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3035036|2024-01-26 22:53:14|3|100202535|Сервис iPRO (сайт, мобильное приложение)|Баллы, амперы
3035053|2024-01-27 00:36:01|5|100377940|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3035120|2024-01-27 10:50:10|5|90030300|Сервис iPRO (сайт, мобильное приложение)|Баллы, амперы
3035425|2024-01-28 08:25:37|5|1434993|Организация сервиса при доставке|Удобство сервиса доставки
3035429|2024-01-28 08:57:19|5|100048472|Срок поставки|Срыв сроков поставки при перемещении с ЛЦ в ОП
3035542|2024-01-28 13:55:58|5|1340872|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3035715|2024-01-28 19:47:17|5|90184462|Комплектация заказа|Пересорт, некомплект
3036756|2024-01-29 10:00:43|1|820132024|Комплектация заказа|Пересорт, некомплект
3037169|2024-01-29 11:14:21|3|87227856|Комплектация заказа|Пересорт, некомплект
3037689|2024-01-29 12:37:40|5|100128718|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3038228|2024-01-29 13:53:04|5|90186629|Комплектация заказа|Пересорт, некомплект
3038862|2024-01-29 15:26:57|5|100010285|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3039503|2024-01-29 21:12:26|5|100274140|Комплектация заказа|Пересорт, некомплект
3039513|2024-01-29 21:35:54|5|90171876|Работа персонала ЭТМ|Непрофессионализм, некомпетентность менеджера
3039696|2024-01-30 07:24:15|5|100259988|Срок поставки|Другое
3039783|2024-01-30 08:21:40|5|60184416|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3039887|2024-01-30 08:44:15|5|100023458|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3041411|2024-01-30 12:39:59|5|170024819|Корректность документооборота|Некорректное оформление документов
3041686|2024-01-30 13:34:53|5|1359183|Срок поставки|Срыв сроков поставки от поставщика
3041919|2024-01-30 14:22:10|5|90182726|Организация сервиса при доставке|Не учтены комментарии к заявке
3042706|2024-01-30 16:35:41|5|87250389|Сервис iPRO (сайт, мобильное приложение)|Другое
3042783|2024-01-30 16:50:02|5|87184054|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3043425|2024-01-31 08:47:11|4|100124239|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3043734|2024-01-31 09:34:26|5|60034557|Комплектация заказа|Пересорт, некомплект
3044605|2024-01-31 11:47:35|3|81128193|Комплектация заказа|Жалобы на КПП (куски)
3044729|2024-01-31 12:15:49|3|140007508|Удовлетворенность рассмотрением претензии|Качество реагирования ЭТМ на претензию (насколько устроил ответ и действия ЭТМ)
3044974|2024-01-31 13:08:58|5|90187348|Комплектация заказа|Пересорт, некомплект
3045093|2024-01-31 13:31:12|5|90187348|Комплектация заказа|Пересорт, некомплект
3046698|2024-01-31 20:18:20|4|90169483|Сервис iPRO (сайт, мобильное приложение)|Баллы, амперы
3047481|2024-02-01 09:45:21|5|130008106|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3048062|2024-02-01 11:13:19|5|60226822|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3048438|2024-02-01 12:04:22|3|100022542|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3049935|2024-02-01 16:17:38|5|23014648|Комплектация заказа|Пересорт, некомплект
3050436|2024-02-01 23:16:24|5|100202535|Удовлетворенность рассмотрением претензии|Качество реагирования ЭТМ на претензию (насколько устроил ответ и действия ЭТМ)
3050582|2024-02-02 07:32:51|4|180008602|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3050748|2024-02-02 08:42:24|4|78096|Работа персонала ЭТМ|Жалоба на сотрудников склада, водителей, охраны
3051363|2024-02-02 10:35:51|2|440245867|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3051439|2024-02-02 10:49:31|4|440148771|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3051529|2024-02-02 10:59:07|5|100072244|Комплектация заказа|Пересорт, некомплект
3051863|2024-02-02 11:56:16|2|160373222|Комплектация заказа|Пересорт, некомплект
3051998|2024-02-02 12:18:01|2|90112569|Организация сервиса при самовывозе|Скорость обслуживания
3052359|2024-02-02 13:22:17|1|100124239|Сервис iPRO (сайт, мобильное приложение)|Корректность технической информации
3053359|2024-02-03 08:28:35|5|440242983|Комплектация заказа|Пересорт, некомплект
3053491|2024-02-03 12:30:45|5|90047831|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3053522|2024-02-03 13:22:35|3|100237626|Организация сервиса при самовывозе|Инфраструктура (удобство, время работы и т.д.)
3053672|2024-02-03 20:01:07|5|100122991|Сервис iPRO (сайт, мобильное приложение)|Баллы, амперы
3055564|2024-02-05 11:14:09|4|23038855|Комплектация заказа|Жалобы на КПП (куски)
3055580|2024-02-05 11:15:18|5|1419707|Работа персонала ЭТМ|Заменить закрепленного менеджера
3056570|2024-02-05 13:34:10|5|440249473|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3056593|2024-02-05 13:37:55|2|180000910|Организация сервиса при самовывозе|Скорость обслуживания
3056609|2024-02-05 13:42:27|4|1367482|Цена|Другое
3056641|2024-02-05 13:47:38|5|100155358|Сервис iPRO (сайт, мобильное приложение)|Баллы, амперы
3057298|2024-02-05 15:26:47|5|160055946|Работа персонала ЭТМ|Непрофессионализм, некомпетентность менеджера
3057814|2024-02-05 16:57:56|4|78096|Организация сервиса при самовывозе|Скорость обслуживания
3058286|2024-02-06 07:21:40|5|1327487|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3058319|2024-02-06 07:48:42|5|90148731|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3058521|2024-02-06 09:06:26|5|690029283|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3058750|2024-02-06 09:39:52|5|1333303|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3059205|2024-02-06 10:56:46|1|55087920|Работа персонала ЭТМ|Непрофессионализм, некомпетентность менеджера
3059241|2024-02-06 11:04:57|5|1487934|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3059261|2024-02-06 11:07:47|3|440076003|Срок поставки|Срыв сроков поставки от поставщика
3059454|2024-02-06 11:41:52|5|9115651|Комплектация заказа|Пересорт, некомплект
3059496|2024-02-06 11:47:09|5|100303010|Комплектация заказа|Качество внешнего вида полученного товара (заводской упаковки и/или упаковки ЭТМ, наклейки, скотч и пр.)
3059730|2024-02-06 12:23:52|2|100129769|Комплектация заказа|Пересорт, некомплект
3059936|2024-02-06 12:56:43|4|1358539|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3060113|2024-02-06 13:36:06|4|1186133|Работа персонала ЭТМ|Непрофессионализм, некомпетентность менеджера
3060179|2024-02-06 13:48:59|4|160299053|Организация сервиса при самовывозе|Скорость обслуживания
3060854|2024-02-06 15:29:26|4|440042647|Организация сервиса при самовывозе|Скорость обслуживания
3061093|2024-02-06 16:05:53|1|87197104|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3061456|2024-02-06 17:51:33|5|60577273|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3061535|2024-02-06 19:14:12|5|140043668|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3061635|2024-02-06 22:07:22|5|440232855|Комплектация заказа|Качество внешнего вида полученного товара (заводской упаковки и/или упаковки ЭТМ, наклейки, скотч и пр.)
3062844|2024-02-07 10:50:03|5|36182911|Сервис iPRO (сайт, мобильное приложение)|Баллы, амперы
3063935|2024-02-07 13:33:34|2|440215465|Работа персонала ЭТМ|Заменить закрепленного менеджера
3065117|2024-02-07 16:23:31|5|60032359|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3065452|2024-02-07 18:29:34|5|330015433|Работа персонала ЭТМ|Непрофессионализм, некомпетентность менеджера
3065987|2024-02-08 09:13:34|5|140016012|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3067609|2024-02-08 13:42:24|5|440206126|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3069049|2024-02-09 07:45:37|5|380000006|Удовлетворенность рассмотрением претензии|Качество реагирования ЭТМ на претензию (насколько устроил ответ и действия ЭТМ)
3069500|2024-02-09 09:55:02|5|87174327|Комплектация заказа|Пересорт, некомплект
3070380|2024-02-09 12:21:13|5|130003847|Организация сервиса при доставке|Удобство сервиса доставки
3071021|2024-02-09 14:23:45|5|36110782|Комплектация заказа|Качество внешнего вида полученного товара (заводской упаковки и/или упаковки ЭТМ, наклейки, скотч и пр.)
3071055|2024-02-09 14:31:11|5|90191274|Срок поставки|Срыв сроков поставки при перемещении в ПВЗ СДЭК/ДЛ
3071578|2024-02-09 17:39:42|1|330159700|Организация сервиса при самовывозе|Инфраструктура (удобство, время работы и т.д.)
3071630|2024-02-09 18:37:10|5|440247629|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3072067|2024-02-10 18:56:01|5|90069761|Комплектация заказа|Пересорт, некомплект
3072318|2024-02-11 14:35:27|5|9125183|Работа персонала ЭТМ|Непрофессионализм, некомпетентность менеджера
3072320|2024-02-11 14:37:07|5|1360921|Организация сервиса при самовывозе|Скорость обслуживания
3073144|2024-02-12 09:47:15|5|30009303|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3074013|2024-02-12 11:46:30|5|160253210|Срок поставки|Срыв сроков поставки от поставщика
3076957|2024-02-13 08:30:06|5|100253468|Удовлетворенность рассмотрением претензии|Качество реагирования ЭТМ на претензию (насколько устроил ответ и действия ЭТМ)
3077634|2024-02-13 10:38:31|5|90192774|Корректность документооборота|Некорректное оформление документов
3078450|2024-02-13 12:30:59|5|60139526|Сервис iPRO (сайт, мобильное приложение)|Баллы, амперы
3079666|2024-02-13 15:46:45|5|440250544|Комплектация заказа|Качество внешнего вида полученного товара (заводской упаковки и/или упаковки ЭТМ, наклейки, скотч и пр.)
3080060|2024-02-13 17:11:27|2|330062853|Удовлетворенность рассмотрением претензии|Качество реагирования ЭТМ на претензию (насколько устроил ответ и действия ЭТМ)
3080212|2024-02-13 18:25:48|5|160380985|Организация сервиса при доставке|Срыв сроков доставки
3080358|2024-02-13 22:25:37|5|330279837|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3081691|2024-02-14 11:03:06|3|330137145|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3082749|2024-02-14 14:17:31|5|9035267|Комплектация заказа|Пересорт, некомплект
3082824|2024-02-14 14:32:45|4|90136534|Комплектация заказа|Пересорт, некомплект
3083892|2024-02-15 00:47:24|4|90186000|Срок поставки|Срыв сроков поставки при перемещении в ПВЗ СДЭК/ДЛ
3083954|2024-02-15 06:36:06|5|1344699|Комплектация заказа|Возврат/брак
3084115|2024-02-15 08:08:28|4|100172442|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3085427|2024-02-15 12:07:46|5|1562067|Работа персонала ЭТМ|Непрофессионализм, некомпетентность менеджера
3086995|2024-02-15 17:44:23|2|330075451|Срок поставки|Срыв сроков поставки от поставщика
3087071|2024-02-15 18:27:29|3|330115197|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3087087|2024-02-15 19:20:21|4|440206564|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3087183|2024-02-15 22:48:41|5|90192968|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3087612|2024-02-16 09:16:30|5|380000006|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3087650|2024-02-16 09:22:42|4|36160252|Комплектация заказа|Качество внешнего вида полученного товара (заводской упаковки и/или упаковки ЭТМ, наклейки, скотч и пр.)
3088456|2024-02-16 11:54:48|3|100062732|Организация сервиса при самовывозе|Скорость обслуживания
3089418|2024-02-16 15:31:31|4|190015840|Удовлетворенность рассмотрением претензии|Оперативность реагирования ЭТМ на претензию
3089803|2024-02-16 20:21:30|5|440067283|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3089834|2024-02-16 22:00:22|1|90175852|Организация сервиса при самовывозе|Скорость обслуживания
3089900|2024-02-17 09:07:23|4|440220966|Комплектация заказа|Нужного товара нет в наличии на складе
3090148|2024-02-17 18:36:23|5|440249834|Срок поставки|Срыв сроков поставки от поставщика
3090595|2024-02-18 23:46:39|5|90196665|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3090646|2024-02-19 06:11:45|4|36151206|Комплектация заказа|Пересорт, некомплект
3090656|2024-02-19 06:43:31|5|90196253|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3090861|2024-02-19 08:39:32|5|180009128|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3092278|2024-02-19 12:45:23|4|330279297|Удовлетворенность рассмотрением претензии|Оперативность реагирования ЭТМ на претензию
3092333|2024-02-19 12:53:56|4|330185435|Срок поставки|Срыв сроков поставки от поставщика
3093701|2024-02-19 17:15:30|5|330120745|Комплектация заказа|Пересорт, некомплект
3093904|2024-02-19 20:41:54|4|1346055|Работа персонала ЭТМ|Непрофессионализм, некомпетентность менеджера
3095370|2024-02-20 12:07:15|3|1325779|Комплектация заказа|Нужного товара нет в наличии на складе
3095779|2024-02-20 13:23:49|5|440253348|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
